household_id,timestamp,usage_m3,district,type,household_size,lat,lon,temperature,supply_node,feedback
H0015,2025-10-16 02:00:00,0.15,South,residential,4,12.950091,80.232219,15.02,Node_9,
H0669,2025-10-16 02:00:00,0.18,Central,residential,4,12.975906,80.241753,13.69,Node_8,
H0412,2025-10-16 02:00:00,0.01,East,residential,2,12.943804,80.198304,11.06,Node_7,
H0244,2025-10-16 02:00:00,0.247,North,residential,6,12.956148,80.192829,15.67,Node_6,uneven supply across district
H0697,2025-10-16 03:00:00,0.17,South,residential,4,12.930617,80.205364,7.67,Node_5,
H0615,2025-10-16 03:00:00,0.128,North,residential,3,12.956763,80.240802,14.11,Node_10,
H0287,2025-10-16 03:00:00,0.145,South,residential,3,12.956036,80.153924,13.92,Node_8,
H0169,2025-10-16 03:00:00,0.2,North,residential,5,12.958428,80.232122,14.65,Node_5,
H0660,2025-10-16 04:00:00,0.361,East,commercial,3,12.933586,80.200632,16.23,Node_10,
H0782,2025-10-16 04:00:00,0.294,East,commercial,3,12.908654,80.213999,12.7,Node_5,tap water brown sometimes dirty water smell
H0494,2025-10-16 04:00:00,0.225,East,residential,3,12.958982,80.188827,17.87,Node_8,
H0339,2025-10-16 04:00:00,0.058,West,residential,1,12.926588,80.222943,12.72,Node_8,requests for improved water quality dirty water smell
H0248,2025-10-16 04:00:00,0.192,Central,residential,2,12.890097,80.205892,15.38,Node_2,
H0440,2025-10-16 04:00:00,0.152,South,residential,2,12.912438,80.172325,16.03,Node_8,
H0070,2025-10-16 04:00:00,0.104,Central,residential,3,12.928841,80.232727,17.76,Node_2,no water since yesterday evening low water pressure in the morning
H0290,2025-10-16 04:00:00,0.154,East,residential,3,12.915598,80.221303,13.15,Node_3,
H0585,2025-10-16 05:00:00,0.166,North,residential,3,12.962391,80.225219,10.52,Node_3,
H0266,2025-10-16 05:00:00,0.164,South,residential,2,12.91186,80.182352,16.67,Node_4,
H0764,2025-10-16 05:00:00,0.22,South,residential,3,12.911969,80.202125,11.59,Node_4,no water since yesterday evening
H0452,2025-10-16 05:00:00,0.343,East,commercial,1,13.008188,80.193454,13.58,Node_7,
H0737,2025-10-16 05:00:00,0.049,North,residential,1,12.917531,80.258399,19.29,Node_7,
H0725,2025-10-16 05:00:00,0.021,West,residential,2,12.925956,80.240131,12.26,Node_7,
H0422,2025-10-16 05:00:00,0.464,East,commercial,4,12.961007,80.21862,11.5,Node_4,
H0006,2025-10-16 05:00:00,0.1,East,residential,2,12.931104,80.228388,14.64,Node_5,
H0403,2025-10-16 06:00:00,0.334,North,residential,6,12.953314,80.234673,9.21,Node_10,leak in pipeline near main road
H0059,2025-10-16 06:00:00,0.152,East,residential,2,12.98802,80.176845,18.26,Node_2,
H0366,2025-10-16 06:00:00,0.325,East,residential,5,12.939837,80.209737,15.86,Node_9,
H0049,2025-10-16 06:00:00,0.4,West,commercial,5,12.965897,80.312505,16.98,Node_9,
H0394,2025-10-16 06:00:00,0.415,South,commercial,4,12.9223,80.203359,20.16,Node_4,
H0543,2025-10-16 06:00:00,0.326,East,residential,3,12.947895,80.184804,17.63,Node_2,
H0523,2025-10-16 06:00:00,0.406,North,commercial,2,12.919011,80.167264,13.1,Node_1,
H0302,2025-10-16 06:00:00,0.041,East,residential,2,12.873925,80.203432,14.83,Node_5,
H0108,2025-10-16 06:00:00,0.115,North,residential,2,12.905954,80.195716,12.03,Node_7,
H0762,2025-10-16 06:00:00,0.357,West,residential,4,12.879935,80.1645,12.6,Node_6,
H0558,2025-10-16 06:00:00,0.244,North,residential,5,12.904618,80.187586,11.07,Node_4,
H0406,2025-10-16 06:00:00,0.317,South,residential,4,12.973853,80.208205,15.67,Node_3,requests for improved water quality
H0608,2025-10-16 06:00:00,0.343,South,residential,4,12.973816,80.219048,19.57,Node_10,
H0789,2025-10-16 06:00:00,0.416,North,commercial,4,12.937398,80.191913,11.98,Node_7,
H0656,2025-10-16 07:00:00,0.255,North,residential,5,12.929547,80.180536,7.29,Node_5,
H0274,2025-10-16 07:00:00,0.148,East,residential,2,12.922421,80.212713,13.83,Node_9,
H0711,2025-10-16 07:00:00,0.193,North,residential,4,12.934695,80.181366,17.75,Node_4,
H0591,2025-10-16 07:00:00,0.197,West,residential,2,12.923952,80.199421,15.21,Node_5,
H0710,2025-10-16 07:00:00,0.261,North,residential,4,12.926592,80.198259,10.7,Node_7,
H0084,2025-10-16 07:00:00,0.043,Central,residential,3,12.94096,80.212894,12.58,Node_10,
H0420,2025-10-16 07:00:00,0.29,North,residential,4,12.967514,80.19119,12.98,Node_8,
H0305,2025-10-16 07:00:00,0.142,North,residential,2,12.994103,80.233053,13.6,Node_4,
H0423,2025-10-16 07:00:00,0.411,North,commercial,2,12.912879,80.200396,13.26,Node_5,
H0521,2025-10-16 07:00:00,0.337,West,residential,5,12.895313,80.20796,15.27,Node_9,
H0379,2025-10-16 07:00:00,0.17,Central,residential,2,12.923297,80.215341,16.45,Node_6,
H0199,2025-10-16 08:00:00,0.054,Central,residential,2,12.956697,80.211023,10.64,Node_1,
H0466,2025-10-16 08:00:00,0.206,South,residential,4,12.955065,80.242827,11.17,Node_6,
H0509,2025-10-16 08:00:00,0.256,North,residential,4,12.939309,80.183947,13.42,Node_5,
H0391,2025-10-16 08:00:00,0.242,West,residential,4,12.954793,80.263174,14.7,Node_8,
H0508,2025-10-16 08:00:00,0.358,South,residential,4,12.941463,80.171508,9.52,Node_9,
H0377,2025-10-16 08:00:00,0.389,South,commercial,3,12.965612,80.176567,11.8,Node_9,billing incorrect high amount excellent timely supply
H0202,2025-10-16 08:00:00,0.162,Central,residential,3,12.99019,80.20968,16.85,Node_3,
H0613,2025-10-16 08:00:00,0.077,East,residential,2,12.971263,80.221179,19.07,Node_1,
H0495,2025-10-16 08:00:00,0.276,East,residential,4,12.927167,80.161427,14.41,Node_6,
H0103,2025-10-16 08:00:00,0.287,West,residential,4,12.897335,80.197201,14.59,Node_9,
H0352,2025-10-16 08:00:00,0.157,South,residential,1,12.934995,80.221967,14.79,Node_7,
H0386,2025-10-16 09:00:00,0.154,East,residential,3,12.967232,80.178674,13.47,Node_9,
H0196,2025-10-16 09:00:00,0.078,West,residential,2,12.937116,80.166688,14.43,Node_4,
H0083,2025-10-16 09:00:00,0.193,North,residential,4,12.964677,80.248034,9.27,Node_3,
H0335,2025-10-16 09:00:00,0.267,East,residential,5,12.99086,80.217798,9.32,Node_1,
H0052,2025-10-16 09:00:00,0.186,East,residential,3,12.93862,80.204566,13.96,Node_5,
H0711,2025-10-16 09:00:00,0.223,North,residential,4,12.936647,80.181844,13.46,Node_10,
H0205,2025-10-16 10:00:00,0.226,West,residential,4,12.988116,80.220264,12.62,Node_5,
H0550,2025-10-16 10:00:00,0.1,East,residential,2,12.947845,80.202537,15.33,Node_3,
H0057,2025-10-16 10:00:00,0.213,North,residential,3,13.005812,80.218659,19.22,Node_5,
H0240,2025-10-16 10:00:00,0.323,Central,residential,5,12.903072,80.261199,16.23,Node_10,dirty water smell
H0127,2025-10-16 10:00:00,0.222,West,residential,3,12.871748,80.177769,12.94,Node_7,
H0698,2025-10-16 10:00:00,0.106,South,residential,2,12.915566,80.190279,16.39,Node_4,
H0149,2025-10-16 10:00:00,0.221,East,residential,3,12.946124,80.192388,19.83,Node_6,
H0140,2025-10-16 10:00:00,0.154,West,residential,3,12.919211,80.186619,16.61,Node_5,
H0758,2025-10-16 11:00:00,0.104,East,residential,4,13.009961,80.197697,13.13,Node_6,
H0034,2025-10-16 11:00:00,0.377,North,commercial,5,12.908826,80.235319,12.89,Node_4,
H0316,2025-10-16 11:00:00,0.161,West,residential,3,12.948809,80.227165,9.53,Node_5,
H0726,2025-10-16 11:00:00,0.132,West,residential,2,12.966809,80.23164,16.45,Node_8,
H0001,2025-10-16 11:00:00,0.202,North,residential,5,12.996565,80.220936,14.0,Node_1,
H0035,2025-10-16 11:00:00,0.227,South,residential,5,12.958986,80.210395,17.69,Node_2,
H0537,2025-10-16 11:00:00,0.263,Central,residential,4,12.888367,80.230119,10.53,Node_1,
H0269,2025-10-16 11:00:00,0.202,South,residential,3,12.980832,80.274994,19.64,Node_7,
H0264,2025-10-16 12:00:00,0.193,West,residential,4,12.953371,80.169096,9.42,Node_1,
H0115,2025-10-16 12:00:00,0.123,South,residential,3,12.998488,80.225379,18.58,Node_5,excellent timely supply
H0016,2025-10-16 12:00:00,0.177,North,residential,4,12.996306,80.20975,11.3,Node_4,uneven supply across district
H0298,2025-10-16 12:00:00,0.249,Central,commercial,2,12.941483,80.236294,15.03,Node_3,
H0169,2025-10-16 12:00:00,0.221,North,residential,5,12.9589,80.228994,10.58,Node_9,
H0142,2025-10-16 12:00:00,0.075,North,residential,3,12.943986,80.198902,16.81,Node_1,
H0594,2025-10-16 12:00:00,0.08,South,residential,3,12.918724,80.179862,17.4,Node_2,
H0532,2025-10-16 12:00:00,0.07,South,residential,2,12.910967,80.160633,16.15,Node_8,
H0506,2025-10-16 12:00:00,0.061,South,residential,4,12.955729,80.165327,13.74,Node_9,
H0204,2025-10-16 13:00:00,0.123,West,residential,5,12.963871,80.226224,14.41,Node_9,
H0427,2025-10-16 13:00:00,0.093,South,residential,4,12.994901,80.194716,18.36,Node_8,
H0398,2025-10-16 13:00:00,0.298,North,commercial,4,12.976537,80.18561,14.19,Node_2,
H0440,2025-10-16 13:00:00,0.093,South,residential,2,12.914978,80.174245,12.57,Node_5,
H0637,2025-10-16 13:00:00,0.17,North,residential,3,12.934345,80.208178,12.05,Node_7,
H0563,2025-10-16 13:00:00,0.223,North,commercial,4,12.960891,80.209746,18.63,Node_5,
H0700,2025-10-16 13:00:00,0.112,Central,residential,5,12.991681,80.241946,17.81,Node_7,
H0112,2025-10-16 13:00:00,0.087,East,residential,3,12.974341,80.170707,12.76,Node_9,
H0148,2025-10-16 13:00:00,0.154,East,commercial,3,12.988273,80.172637,16.83,Node_4,
H0695,2025-10-16 14:00:00,0.071,North,residential,3,12.984301,80.188357,11.3,Node_3,
H0743,2025-10-16 14:00:00,0.067,Central,residential,1,12.921369,80.175754,21.51,Node_4,
H0243,2025-10-16 14:00:00,0.042,East,residential,2,12.959473,80.209799,14.36,Node_1,excellent timely supply
H0714,2025-10-16 14:00:00,0.016,North,residential,1,12.9281,80.228778,10.17,Node_2,
H0711,2025-10-16 14:00:00,0.128,North,residential,4,12.937655,80.180322,13.51,Node_1,
H0544,2025-10-16 14:00:00,0.103,Central,residential,4,12.917555,80.218887,9.01,Node_3,
H0461,2025-10-16 14:00:00,0.107,North,residential,3,12.928951,80.169308,14.43,Node_5,
H0220,2025-10-16 14:00:00,0.147,Central,residential,6,12.956071,80.191669,12.47,Node_8,
H0380,2025-10-16 14:00:00,0.092,East,residential,2,12.956212,80.207108,15.75,Node_5,no water since yesterday evening low water pressure in the morning
H0024,2025-10-16 14:00:00,0.21,East,residential,3,12.948965,80.148253,16.86,Node_6,leak in pipeline near main road tap water brown sometimes
H0362,2025-10-16 14:00:00,0.14,Central,residential,3,12.978509,80.174342,13.47,Node_1,
H0274,2025-10-16 14:00:00,0.078,East,residential,2,12.924296,80.21506,15.37,Node_3,
H0629,2025-10-16 14:00:00,0.164,East,commercial,5,12.914695,80.21815,22.65,Node_9,
H0591,2025-10-16 14:00:00,0.065,West,residential,2,12.926621,80.197001,11.54,Node_10,
H0139,2025-10-16 14:00:00,0.209,North,residential,4,12.975812,80.239541,14.17,Node_5,
H0227,2025-10-16 14:00:00,0.077,North,residential,2,12.949058,80.164842,15.65,Node_1,
H0063,2025-10-16 15:00:00,0.27,East,residential,5,12.922572,80.21633,16.99,Node_1,leak in pipeline near main road
H0306,2025-10-16 15:00:00,0.194,North,residential,4,12.929748,80.199536,12.23,Node_9,
H0364,2025-10-16 15:00:00,0.236,East,commercial,4,12.926292,80.186576,19.52,Node_6,
H0562,2025-10-16 15:00:00,0.259,North,residential,4,12.998391,80.22831,14.52,Node_6,
H0678,2025-10-16 15:00:00,0.126,East,residential,2,12.955389,80.253695,17.97,Node_6,
H0768,2025-10-16 15:00:00,0.126,North,residential,4,12.898068,80.247046,14.72,Node_5,
H0332,2025-10-16 15:00:00,0.224,North,residential,6,12.94699,80.200677,13.87,Node_8,
H0482,2025-10-16 15:00:00,0.034,South,residential,2,12.898487,80.204937,8.64,Node_10,
H0595,2025-10-16 15:00:00,0.085,South,residential,2,12.935411,80.132054,17.39,Node_2,
H0716,2025-10-16 15:00:00,0.098,South,residential,3,12.941524,80.225672,14.37,Node_3,
H0227,2025-10-16 16:00:00,0.133,North,residential,2,12.944684,80.165259,8.9,Node_8,
H0082,2025-10-16 16:00:00,0.068,North,residential,1,12.924972,80.195088,16.79,Node_6,
H0381,2025-10-16 16:00:00,0.312,East,commercial,3,12.917635,80.215025,9.75,Node_4,
H0131,2025-10-16 16:00:00,0.163,West,residential,3,12.975209,80.190197,16.98,Node_9,
H0010,2025-10-16 16:00:00,0.069,North,residential,1,12.917234,80.153453,15.92,Node_1,
H0673,2025-10-16 16:00:00,0.281,Central,residential,3,12.944834,80.148919,12.79,Node_8,requests for improved water quality
H0030,2025-10-16 16:00:00,0.168,North,residential,4,12.952466,80.190869,12.83,Node_1,
H0529,2025-10-16 17:00:00,0.115,West,residential,2,13.006928,80.295538,17.88,Node_7,
H0086,2025-10-16 17:00:00,0.297,North,residential,6,13.017117,80.214484,11.61,Node_10,
H0025,2025-10-16 17:00:00,0.049,South,residential,1,12.952418,80.271489,11.43,Node_10,
H0466,2025-10-16 17:00:00,0.226,South,residential,4,12.955846,80.241216,13.21,Node_7,
H0466,2025-10-16 17:00:00,0.161,South,residential,4,12.961953,80.240701,16.05,Node_1,
H0540,2025-10-16 17:00:00,0.241,East,residential,5,12.951534,80.179511,13.68,Node_2,
H0543,2025-10-16 17:00:00,0.13,East,residential,3,12.945315,80.182789,13.8,Node_4,
H0207,2025-10-16 17:00:00,0.128,West,residential,4,12.95266,80.239516,11.15,Node_5,
H0431,2025-10-16 17:00:00,0.185,North,residential,4,12.933601,80.192421,12.38,Node_5,tap water brown sometimes water outage during weekend
H0224,2025-10-16 18:00:00,0.077,South,residential,2,12.903054,80.21671,16.17,Node_6,
H0197,2025-10-16 18:00:00,0.122,West,residential,2,12.93486,80.214987,17.65,Node_10,
H0235,2025-10-16 18:00:00,0.172,North,residential,2,12.938169,80.21425,13.66,Node_6,
H0651,2025-10-16 18:00:00,0.132,Central,residential,2,12.985691,80.183038,10.18,Node_6,
H0465,2025-10-16 18:00:00,0.285,East,residential,4,12.956338,80.186864,15.67,Node_10,
H0322,2025-10-16 18:00:00,0.273,North,residential,4,12.927551,80.228263,13.71,Node_9,water outage during weekend
H0537,2025-10-16 18:00:00,0.185,Central,residential,4,12.887936,80.231205,14.22,Node_10,
H0147,2025-10-16 18:00:00,0.206,South,residential,3,12.91935,80.150306,15.8,Node_10,
H0055,2025-10-16 18:00:00,0.299,East,residential,6,12.891914,80.204193,9.76,Node_5,
H0232,2025-10-16 18:00:00,0.32,West,commercial,4,12.931823,80.231651,13.68,Node_7,
H0214,2025-10-16 19:00:00,0.06,West,residential,1,12.945667,80.136777,16.74,Node_7,
H0026,2025-10-16 19:00:00,0.215,North,residential,5,12.932087,80.187548,16.2,Node_6,
H0017,2025-10-16 19:00:00,0.209,East,residential,3,12.955724,80.188991,17.97,Node_5,
H0481,2025-10-16 20:00:00,0.175,South,residential,2,12.943575,80.217715,11.06,Node_8,
H0549,2025-10-16 20:00:00,0.238,East,residential,3,12.95527,80.205257,14.51,Node_1,
H0540,2025-10-16 20:00:00,0.282,East,residential,5,12.949082,80.180897,18.68,Node_6,
H0419,2025-10-16 20:00:00,0.165,West,residential,3,12.885583,80.178588,17.53,Node_4,
H0753,2025-10-16 20:00:00,0.153,South,residential,4,12.957352,80.168538,13.55,Node_9,leak in pipeline near main road requests for improved water quality
H0717,2025-10-16 21:00:00,0.12,East,residential,3,12.965193,80.215131,15.9,Node_7,
H0582,2025-10-16 21:00:00,0.104,North,residential,3,12.905711,80.22156,19.27,Node_2,
H0372,2025-10-16 21:00:00,0.289,South,commercial,5,12.936333,80.21449,16.97,Node_6,
H0768,2025-10-16 21:00:00,0.246,North,residential,4,12.8966,80.24254,20.02,Node_8,
H0209,2025-10-16 21:00:00,0.207,South,residential,3,12.94166,80.204369,11.2,Node_10,
H0449,2025-10-16 21:00:00,0.273,East,residential,5,12.947766,80.209054,11.34,Node_2,
H0113,2025-10-16 21:00:00,0.175,Central,residential,3,12.942601,80.169108,13.82,Node_7,
H0548,2025-10-16 21:00:00,0.079,East,residential,3,12.927705,80.180683,14.45,Node_9,
H0233,2025-10-16 21:00:00,0.243,West,residential,5,12.989896,80.204602,12.47,Node_8,
H0367,2025-10-16 21:00:00,0.077,West,residential,2,12.914878,80.11224,11.84,Node_3,
H0206,2025-10-16 22:00:00,0.191,North,commercial,5,12.940453,80.176479,15.54,Node_8,
H0129,2025-10-16 22:00:00,0.282,North,residential,4,12.985303,80.207818,14.03,Node_2,
H0698,2025-10-16 22:00:00,0.091,South,residential,2,12.915555,80.192011,16.32,Node_5,
H0150,2025-10-16 22:00:00,0.167,East,residential,5,12.97847,80.143138,16.93,Node_4,
H0226,2025-10-16 22:00:00,0.235,East,residential,4,12.966394,80.214081,12.61,Node_1,
H0450,2025-10-16 22:00:00,0.105,West,residential,3,12.987756,80.194481,11.84,Node_6,
H0571,2025-10-16 22:00:00,0.094,North,residential,3,12.909716,80.222669,12.27,Node_8,
H0527,2025-10-16 23:00:00,0.101,West,residential,3,12.92312,80.218292,12.22,Node_10,
H0203,2025-10-16 23:00:00,0.053,South,residential,3,12.970386,80.193116,12.66,Node_2,
H0086,2025-10-16 23:00:00,0.223,North,residential,6,13.016618,80.210551,14.1,Node_3,
H0418,2025-10-16 23:00:00,0.162,East,residential,4,12.951846,80.178704,12.7,Node_2,
H0685,2025-10-16 23:00:00,0.297,Central,residential,6,12.894668,80.173781,13.36,Node_3,
H0162,2025-10-16 23:00:00,0.297,East,commercial,4,12.909918,80.175765,9.17,Node_4,low water pressure in the morning no water since yesterday evening
H0114,2025-10-16 23:00:00,0.167,East,residential,3,12.945044,80.198032,13.02,Node_7,
H0378,2025-10-16 23:00:00,0.203,West,residential,5,12.94094,80.215445,20.29,Node_2,
H0725,2025-10-16 23:00:00,0.054,West,residential,2,12.923442,80.243446,14.98,Node_6,
H0498,2025-10-16 23:00:00,0.319,North,commercial,3,12.950376,80.151896,14.92,Node_9,
H0682,2025-10-16 23:00:00,0.241,West,commercial,3,12.964489,80.215372,17.05,Node_7,
H0787,2025-10-17 00:00:00,0.182,West,residential,3,13.000598,80.257003,12.09,Node_9,
H0770,2025-10-17 00:00:00,0.124,South,residential,3,12.977259,80.207002,15.44,Node_10,
H0633,2025-10-17 00:00:00,0.275,North,commercial,4,12.940998,80.178415,13.59,Node_8,
H0192,2025-10-17 00:00:00,0.149,South,residential,2,12.945579,80.173136,12.61,Node_9,
H0413,2025-10-17 00:00:00,0.043,North,residential,1,12.938919,80.178388,19.25,Node_5,
H0574,2025-10-17 00:00:00,0.134,South,residential,3,12.883589,80.216374,18.14,Node_9,
H0540,2025-10-17 01:00:00,0.162,East,residential,5,12.957575,80.181635,13.52,Node_7,
H0148,2025-10-17 01:00:00,0.178,East,commercial,3,12.989897,80.177751,14.44,Node_2,
H0350,2025-10-17 01:00:00,0.094,East,residential,2,12.982867,80.193662,14.56,Node_8,
H0501,2025-10-17 01:00:00,0.257,South,residential,4,12.937182,80.217854,10.25,Node_7,
H0602,2025-10-17 01:00:00,0.092,East,residential,3,12.919016,80.228261,14.24,Node_6,
H0577,2025-10-17 01:00:00,0.111,Central,residential,3,12.956812,80.290453,13.89,Node_7,
H0023,2025-10-17 01:00:00,0.059,South,residential,3,12.945799,80.209226,9.81,Node_8,
H0554,2025-10-17 01:00:00,0.043,Central,residential,2,12.943604,80.21087,15.53,Node_9,
H0433,2025-10-17 01:00:00,0.19,South,commercial,3,12.925809,80.21508,14.3,Node_9,
H0594,2025-10-17 02:00:00,0.149,South,residential,3,12.918223,80.180686,16.26,Node_10,
H0542,2025-10-17 02:00:00,0.069,West,residential,2,12.929223,80.227538,15.11,Node_7,
H0175,2025-10-17 02:00:00,0.123,North,residential,3,12.985299,80.178199,15.13,Node_5,
H0408,2025-10-17 02:00:00,0.094,South,residential,2,12.94286,80.12916,10.92,Node_9,
H0560,2025-10-17 02:00:00,0.219,East,residential,4,12.961199,80.217944,15.07,Node_1,
H0248,2025-10-17 02:00:00,0.127,Central,residential,2,12.888799,80.207677,17.45,Node_6,
H0541,2025-10-17 02:00:00,0.097,South,residential,3,12.901793,80.233534,9.95,Node_2,
H0578,2025-10-17 02:00:00,0.225,North,commercial,4,12.955111,80.203946,9.84,Node_4,
H0542,2025-10-17 02:00:00,0.111,West,residential,2,12.929525,80.225858,5.45,Node_7,
H0680,2025-10-17 03:00:00,0.161,North,residential,3,12.935815,80.222043,13.7,Node_8,
H0307,2025-10-17 03:00:00,0.136,Central,residential,4,12.930028,80.19129,14.55,Node_1,
H0790,2025-10-17 03:00:00,0.011,North,residential,2,12.898492,80.203245,14.48,Node_10,dirty water smell
H0215,2025-10-17 03:00:00,0.126,West,residential,3,12.906755,80.134389,17.27,Node_5,
H0771,2025-10-17 03:00:00,0.187,East,residential,4,12.924342,80.199651,14.2,Node_6,
H0102,2025-10-17 03:00:00,0.269,South,residential,5,12.957416,80.136826,16.31,Node_8,
H0127,2025-10-17 03:00:00,0.183,West,residential,3,12.876633,80.17928,14.96,Node_1,
H0049,2025-10-17 03:00:00,0.282,West,commercial,5,12.961749,80.313873,15.43,Node_6,
H0518,2025-10-17 03:00:00,0.094,East,residential,3,12.932782,80.169752,13.63,Node_2,
H0358,2025-10-17 03:00:00,0.179,South,residential,5,12.921167,80.170218,12.28,Node_4,
H0394,2025-10-17 03:00:00,0.287,South,commercial,4,12.919482,80.203395,11.22,Node_6,
H0464,2025-10-17 03:00:00,0.123,South,residential,2,12.948471,80.227653,11.05,Node_3,
H0483,2025-10-17 03:00:00,0.19,West,residential,3,12.946094,80.170689,14.45,Node_5,
H0722,2025-10-17 03:00:00,0.206,South,residential,4,12.996631,80.173218,14.53,Node_4,
H0250,2025-10-17 03:00:00,0.01,North,residential,1,12.975024,80.236576,15.2,Node_3,
H0525,2025-10-17 03:00:00,0.146,West,residential,3,12.988233,80.171611,17.67,Node_2,
H0558,2025-10-17 03:00:00,0.266,North,residential,5,12.901965,80.189809,10.36,Node_2,
H0577,2025-10-17 04:00:00,0.179,Central,residential,3,12.952451,80.289447,14.91,Node_3,
H0598,2025-10-17 04:00:00,0.211,West,residential,4,12.974276,80.216427,14.52,Node_8,
H0350,2025-10-17 04:00:00,0.086,East,residential,2,12.985417,80.188823,12.93,Node_7,
H0009,2025-10-17 04:00:00,0.126,East,residential,2,12.973318,80.202831,12.17,Node_4,tap water brown sometimes
H0396,2025-10-17 04:00:00,0.097,Central,residential,3,12.942703,80.211844,14.14,Node_2,
H0153,2025-10-17 05:00:00,0.307,West,residential,5,12.931248,80.182916,16.16,Node_9,
H0435,2025-10-17 05:00:00,0.139,North,residential,3,12.944324,80.247693,15.66,Node_3,
H0216,2025-10-17 05:00:00,0.233,North,residential,4,12.98567,80.238492,9.9,Node_3,
H0668,2025-10-17 05:00:00,0.349,Central,commercial,4,12.920662,80.167445,15.8,Node_10,billing incorrect high amount requests for improved water quality
H0179,2025-10-17 05:00:00,0.356,East,commercial,4,12.968723,80.232159,12.56,Node_9,
H0544,2025-10-17 05:00:00,0.229,Central,residential,4,12.912279,80.216921,16.12,Node_9,
H0171,2025-10-17 05:00:00,0.01,South,residential,1,12.96562,80.176461,12.48,Node_2,uneven supply across district tap water brown sometimes
H0031,2025-10-17 05:00:00,0.011,South,residential,2,12.922986,80.246571,11.73,Node_3,
H0085,2025-10-17 05:00:00,0.306,Central,residential,6,12.958413,80.197764,12.22,Node_1,
H0183,2025-10-17 05:00:00,0.37,Central,commercial,3,12.951762,80.205231,16.25,Node_9,
H0216,2025-10-17 05:00:00,0.199,North,residential,4,12.985926,80.239662,15.09,Node_7,
H0677,2025-10-17 06:00:00,0.108,West,residential,2,12.935218,80.168213,16.53,Node_4,
H0614,2025-10-17 06:00:00,0.443,Central,commercial,2,12.946441,80.186409,16.37,Node_9,
H0751,2025-10-17 06:00:00,0.377,East,commercial,6,12.986705,80.211619,14.3,Node_9,
H0178,2025-10-17 06:00:00,0.069,South,residential,3,12.913578,80.192213,18.61,Node_7,
H0256,2025-10-17 06:00:00,0.114,North,residential,3,12.921413,80.221616,15.42,Node_2,
H0136,2025-10-17 06:00:00,0.38,East,residential,5,12.937557,80.211918,15.8,Node_2,
H0720,2025-10-17 06:00:00,0.184,South,residential,3,12.958798,80.165431,17.05,Node_7,
H0772,2025-10-17 06:00:00,0.405,East,commercial,3,12.928453,80.186999,13.49,Node_1,
H0739,2025-10-17 06:00:00,0.453,North,commercial,3,12.950455,80.286507,15.98,Node_9,
H0197,2025-10-17 06:00:00,0.171,West,residential,2,12.931098,80.217678,13.1,Node_10,
H0589,2025-10-17 07:00:00,0.318,East,residential,4,12.957623,80.251081,12.13,Node_5,
H0744,2025-10-17 07:00:00,0.274,West,residential,3,12.983279,80.164758,16.31,Node_1,
H0217,2025-10-17 07:00:00,0.46,South,commercial,2,12.968966,80.197379,18.82,Node_3,
H0364,2025-10-17 07:00:00,0.33,East,commercial,4,12.924509,80.191153,10.0,Node_2,
H0154,2025-10-17 07:00:00,0.142,North,residential,3,12.987043,80.118285,12.36,Node_1,
H0772,2025-10-17 07:00:00,0.514,East,commercial,3,12.926013,80.188679,15.69,Node_8,
H0478,2025-10-17 07:00:00,0.401,West,commercial,2,12.939491,80.265181,16.5,Node_3,
H0746,2025-10-17 07:00:00,0.241,North,residential,4,12.935111,80.203841,14.62,Node_9,
H0171,2025-10-17 07:00:00,0.017,South,residential,1,12.965199,80.180625,11.33,Node_7,uneven supply across district tap water brown sometimes
H0732,2025-10-17 07:00:00,0.276,South,residential,3,12.997279,80.227909,13.93,Node_10,
H0018,2025-10-17 07:00:00,0.355,South,residential,5,12.935043,80.155406,20.59,Node_10,
H0700,2025-10-17 08:00:00,0.345,Central,residential,5,12.994892,80.241474,18.89,Node_9,
H0652,2025-10-17 08:00:00,0.203,South,residential,3,12.960979,80.2149,16.27,Node_3,
H0783,2025-10-17 08:00:00,0.2,East,residential,2,12.954558,80.181523,14.05,Node_2,
H0120,2025-10-17 08:00:00,0.101,North,residential,2,12.873392,80.21867,16.35,Node_1,
H0787,2025-10-17 08:00:00,0.275,West,residential,3,13.000223,80.257411,14.63,Node_9,
H0776,2025-10-17 08:00:00,0.38,East,commercial,4,12.992702,80.197517,20.1,Node_9,
H0301,2025-10-17 08:00:00,0.299,Central,residential,4,12.948375,80.22688,18.38,Node_4,
H0195,2025-10-17 08:00:00,0.165,East,residential,2,12.932791,80.181041,8.39,Node_9,
H0120,2025-10-17 08:00:00,0.216,North,residential,2,12.871768,80.220694,15.51,Node_1,
H0230,2025-10-17 08:00:00,0.254,East,residential,4,12.933809,80.185339,8.89,Node_7,
H0246,2025-10-17 08:00:00,0.03,South,residential,2,12.963278,80.19594,16.43,Node_3,
H0298,2025-10-17 08:00:00,0.339,Central,commercial,2,12.935506,80.235092,14.78,Node_5,
H0135,2025-10-17 08:00:00,0.213,Central,residential,3,12.957924,80.188319,15.1,Node_8,billing incorrect high amount
H0718,2025-10-17 08:00:00,0.173,South,residential,4,12.888758,80.184431,15.59,Node_10,
H0161,2025-10-17 08:00:00,0.361,South,residential,5,12.95949,80.161235,11.86,Node_8,
H0380,2025-10-17 08:00:00,0.162,East,residential,2,12.956886,80.207789,11.85,Node_2,no water since yesterday evening low water pressure in the morning
